address1,city,state,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,irWebsite,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,quoteType,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,longName,regularMarketChangePercent,regularMarketPrice,shortName,corporateActions,postMarketTime,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,marketState,hasPrePostMarketData,firstTradeDateMilliseconds,postMarketChangePercent,postMarketPrice,postMarketChange,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,earningsCallTimestampStart,earningsCallTimestampEnd,isEarningsDateEstimate,epsTrailingTwelveMonths,epsForward,epsCurrentYear,priceEpsCurrentYear,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,averageAnalystRating,cryptoTradeable,displayName,trailingPegRatio,ticker,dividendRate,dividendYield,exDividendDate,fiveYearAvgDividendYield,lastDividendValue,lastDividendDate,dividendDate,prevName,nameChangeDate,address2,fax,industrySymbol,ipoExpectedDate
410 Terry Avenue North,Seattle,WA,98109-5210,United States,206 266 1000,https://www.aboutamazon.com,Internet Retail,internet-retail,Internet Retail,Consumer Cyclical,consumer-cyclical,Consumer Cyclical,"Amazon.com, Inc. engages in the retail sale of consumer products, advertising, and subscriptions service through online and physical stores in North America and internationally. The company operates through three segments: North America, International, and Amazon Web Services (AWS). It also manufactures and sells electronic devices, including Kindle, fire tablets, fire TVs, echo, ring, blink, and eero; and develops and produces media content. In addition, the company offers programs that enable sellers to sell their products in its stores; and programs that allow authors, independent publishers, musicians, filmmakers, Twitch streamers, skill and app developers, and others to publish and sell content. Further, it provides compute, storage, database, analytics, machine learning, and other services, as well as advertising services through programs, such as sponsored ads, display, and video advertising. Additionally, the company offers Amazon Prime, a membership program. The company's products offered through its stores include merchandise and content purchased for resale and products offered by third-party sellers. It serves consumers, sellers, developers, enterprises, content creators, advertisers, and employees. Amazon.com, Inc. was incorporated in 1994 and is headquartered in Seattle, Washington.",1556000,"[{'maxAge': 1, 'name': 'Mr. Jeffrey P. Bezos', 'age': 60, 'title': 'Founder & Executive Chairman', 'yearBorn': 1964, 'fiscalYear': 2023, 'totalPay': 1681840, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Andrew R. Jassy', 'age': 56, 'title': 'President, CEO & Director', 'yearBorn': 1968, 'fiscalYear': 2023, 'totalPay': 1722764, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Brian T. Olsavsky', 'age': 60, 'title': 'Senior VP & CFO', 'yearBorn': 1964, 'fiscalYear': 2023, 'totalPay': 371600, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. David A. Zapolsky J.D.', 'age': 60, 'title': 'Senior VP, Chief Global Affairs & Legal Officer', 'yearBorn': 1964, 'fiscalYear': 2023, 'totalPay': 371600, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Douglas J. Herrington', 'age': 57, 'title': 'Chief Executive Officer of Worldwide Amazon Stores', 'yearBorn': 1967, 'fiscalYear': 2023, 'totalPay': 394231, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Shelley L. Reynolds', 'age': 59, 'title': 'VP, Worldwide Controller & Principal Accounting Officer', 'yearBorn': 1965, 'fiscalYear': 2023, 'totalPay': 163200, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Dr. Werner  Vogels', 'title': 'Chief Technology Officer', 'fiscalYear': 2023, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Dave  Fildes', 'title': 'Director of Investor Relations', 'fiscalYear': 2023, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Anuradha  Aggarwal', 'title': 'CMO & Director of User Growth', 'fiscalYear': 2023, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Beth  Galetti M.B.A.', 'title': 'Senior Vice President of Worldwide Human Resources', 'fiscalYear': 2023, 'exercisedValue': 0, 'unexercisedValue': 0}]",2,10,10,3,9,1740787200,1703980800,http://phx.corporate-ir.net/phoenix.zhtml?c=97664&p=irol-irhome,[],86400,2,193.89,197.385,195.3201,198.65,193.89,197.385,195.3201,198.64,0.0,1.192,35.860508,32.186993,36642483,36633353,38539788,49143270,49143270,0.0,0.0,0,0,2097814568960,151.61,242.52,3.288322,221.3966,199.38335,0.0,0.0,USD,False,2152019525632,0.09287,9480092815,10597699584,71124279,70760125,1738281600,1740700800,0.0067000003,0.08744001,0.65506,1.78,0.0075,10597699584,26.996,7.3325677,1735603200,1767139200,1735603200,0.883,59248001024,5.52,6.15,20:1,1654473600.0,3.373,17.864,0.13451397,0.09506309,EQUITY,197.95,306.0,203.0,264.70642,270.0,1.36232,strong_buy,64,101202001920,9.549,120467996672,155400994816,0.837,1.064,637959012352,54.342,60.915,0.07438,0.24290001,311670996992,44635873280,115877003264,0.846,0.105,0.48854,0.18882999,0.11291,USD,AMZN,en-US,US,Equity,Nasdaq Real Time Price,True,HIGH,"Amazon.com, Inc.",2.0939696,197.95,"Amazon.com, Inc.",[],1741996786,1741982401,NMS,finmb_18749,America/New_York,EDT,-14400000,us_market,False,CLOSED,True,863703000000,0.0245513,197.999,0.0485992,4.0599976,195.3201 - 198.64,NasdaqGS,38539788,46.339996,0.30565265,151.61 - 242.52,-44.570007,-0.18377869,13.451397,1738875660,1745837940,1746187200,1738879200,1738879200,True,5.52,6.15,6.33043,31.269598,-23.44661,-0.1059032,-1.4333496,-0.0071889134,15,0,1.4 - Strong Buy,False,Amazon.com,1.6642,AMZN,,,,,,,,,,,,,
One Microsoft Way,Redmond,WA,98052-6399,United States,425 882 8080,https://www.microsoft.com,Software - Infrastructure,software-infrastructure,Software - Infrastructure,Technology,technology,Technology,"Microsoft Corporation develops and supports software, services, devices and solutions worldwide. The Productivity and Business Processes segment offers office, exchange, SharePoint, Microsoft Teams, office 365 Security and Compliance, Microsoft viva, and Microsoft 365 copilot; and office consumer services, such as Microsoft 365 consumer subscriptions, Office licensed on-premises, and other office services. This segment also provides LinkedIn; and dynamics business solutions, including Dynamics 365, a set of intelligent, cloud-based applications across ERP, CRM, power apps, and power automate; and on-premises ERP and CRM applications. The Intelligent Cloud segment offers server products and cloud services, such as azure and other cloud services; SQL and windows server, visual studio, system center, and related client access licenses, as well as nuance and GitHub; and enterprise services including enterprise support services, industry solutions, and nuance professional services. The More Personal Computing segment offers Windows, including windows OEM licensing and other non-volume licensing of the Windows operating system; Windows commercial comprising volume licensing of the Windows operating system, windows cloud services, and other Windows commercial offerings; patent licensing; and windows Internet of Things; and devices, such as surface, HoloLens, and PC accessories. Additionally, this segment provides gaming, which includes Xbox hardware and content, and first- and third-party content; Xbox game pass and other subscriptions, cloud gaming, advertising, third-party disc royalties, and other cloud services; and search and news advertising, which includes Bing, Microsoft News and Edge, and third-party affiliates. The company sells its products through OEMs, distributors, and resellers; and directly through digital marketplaces, online, and retail stores. The company was founded in 1975 and is headquartered in Redmond, Washington.",228000,"[{'maxAge': 1, 'name': 'Mr. Satya  Nadella', 'age': 57, 'title': 'Chairman & CEO', 'yearBorn': 1967, 'fiscalYear': 2024, 'totalPay': 7869791, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Bradford L. Smith LCA', 'age': 65, 'title': 'President & Vice Chairman', 'yearBorn': 1959, 'fiscalYear': 2024, 'totalPay': 4755618, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Amy E. Hood', 'age': 52, 'title': 'Executive VP & CFO', 'yearBorn': 1972, 'fiscalYear': 2024, 'totalPay': 4704250, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Judson B. Althoff', 'age': 50, 'title': 'Executive VP & Chief Commercial Officer', 'yearBorn': 1974, 'fiscalYear': 2024, 'totalPay': 4534974, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Christopher David Young', 'age': 52, 'title': 'Executive Officer', 'yearBorn': 1972, 'fiscalYear': 2024, 'totalPay': 2993772, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Carolina  Dybeck Happe', 'age': 52, 'title': 'Executive VP & COO', 'yearBorn': 1972, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Alice L. Jolla', 'age': 58, 'title': 'Corporate VP & Chief Accounting Officer', 'yearBorn': 1966, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. James Kevin Scott', 'age': 52, 'title': 'Executive VP of AI & CTO', 'yearBorn': 1972, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Brett  Iversen', 'title': 'Vice President of Investor Relations', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Hossein  Nowbar', 'title': 'Chief Legal Officer', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}]",9,5,3,2,3,1740787200,1735603200,http://www.microsoft.com/investor/default.aspx,[],86400,2,378.77,379.92,379.51,389.79,378.77,379.92,379.51,389.79,0.2482,0.914,31.335485,25.990635,19749136,19749136,23017475,24899860,24899860,0.0,0.0,0,0,2888547172352,376.91,468.35,11.033327,412.456,424.1877,3.16,0.008342794,USD,False,2919902216192,0.35428002,7423649000,7433979904,66334396,62492832,1738281600,1740700800,0.0089,0.00063,0.74397004,2.68,0.0089,7433979904,40.712,9.544114,1719705600,1751241600,1735603200,0.102,92749996032,12.4,14.95,2:1,1045526400.0,11.153,20.557,-0.06891596,0.09506309,EQUITY,388.56,650.0,420.0,506.751,500.0,1.38596,strong_buy,50,71554998272,9.625,142041006080,102909001728,1.204,1.351,261802000384,33.998,35.224,0.14649001,0.34291,181714993152,51958124544,125582999552,0.102,0.123,0.69408995,0.54255,0.45458,USD,MSFT,en-US,US,Equity,Nasdaq Real Time Price,True,HIGH,Microsoft Corporation,2.5846844,388.56,Microsoft Corporation,[],1741996788,1741982401,NMS,finmb_21835,America/New_York,EDT,-14400000,us_market,False,CLOSED,True,511108200000,-0.177579,387.87,-0.690002,9.790009,379.51 - 389.79,NasdaqGS,23017475,11.649994,0.03090922,376.91 - 468.35,-79.79001,-0.17036407,-6.8915963,1738184400,1745438400,1745870400,1738189800,1738189800,True,12.4,14.95,13.18241,29.475641,-23.895996,-0.057935867,-35.627716,-0.08399045,15,0,1.4 - Strong Buy,False,Microsoft,1.7766,MSFT,3.32,0.85,1747267200.0,0.85,0.83,1740009600.0,1741824000.0,,,,,,
1600 Amphitheatre Parkway,Mountain View,CA,94043,United States,650-253-0000,https://abc.xyz,Internet Content & Information,internet-content-information,Internet Content & Information,Communication Services,communication-services,Communication Services,"Alphabet Inc. offers various products and platforms in the United States, Europe, the Middle East, Africa, the Asia-Pacific, Canada, and Latin America. It operates through Google Services, Google Cloud, and Other Bets segments. The Google Services segment provides products and services, including ads, Android, Chrome, devices, Gmail, Google Drive, Google Maps, Google Photos, Google Play, Search, and YouTube. It is also involved in the sale of apps and in-app purchases and digital content in the Google Play and YouTube; and devices, as well as in the provision of YouTube consumer subscription services. The Google Cloud segment offers AI infrastructure, Vertex AI platform, cybersecurity, data and analytics, and other services; Google Workspace that include cloud-based communication and collaboration tools for enterprises, such as Calendar, Gmail, Docs, Drive, and Meet; and other services for enterprise customers. The Other Bets segment sells healthcare-related and internet services. The company was incorporated in 1998 and is headquartered in Mountain View, California.",183323,"[{'maxAge': 1, 'name': 'Mr. Sundar  Pichai', 'age': 51, 'title': 'CEO & Director', 'yearBorn': 1973, 'fiscalYear': 2023, 'totalPay': 8802824, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Ruth M. Porat', 'age': 66, 'title': 'President & Chief Investment Officer', 'yearBorn': 1958, 'fiscalYear': 2023, 'totalPay': 2515700, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Dr. Lawrence Edward Page II', 'age': 51, 'title': 'Co-Founder & Director', 'yearBorn': 1973, 'fiscalYear': 2023, 'totalPay': 1, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Sergey  Brin', 'age': 50, 'title': 'Co-Founder & Director', 'yearBorn': 1974, 'fiscalYear': 2023, 'totalPay': 1, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. J. Kent Walker', 'age': 63, 'title': 'President of Global Affairs, Chief Legal Officer & Company Secretary', 'yearBorn': 1961, 'fiscalYear': 2023, 'totalPay': 2511737, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Dr. Prabhakar  Raghavan', 'age': 63, 'title': 'Senior Vice President of Knowledge and Information - Google', 'yearBorn': 1961, 'fiscalYear': 2023, 'totalPay': 2511737, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Philipp  Schindler', 'age': 53, 'title': 'Senior Vice President & Chief Business Officer of Google', 'yearBorn': 1971, 'fiscalYear': 2023, 'totalPay': 2514032, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Anat  Ashkenazi', 'age': 51, 'title': 'Senior VP & CFO', 'yearBorn': 1973, 'fiscalYear': 2023, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': ""Ms. Amie Thuener O'Toole"", 'age': 48, 'title': 'Corporate Controller, Chief Accounting Officer & VP', 'yearBorn': 1976, 'fiscalYear': 2023, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Ellen  West', 'title': 'Vice President of Investor Relations', 'fiscalYear': 2023, 'exercisedValue': 0, 'unexercisedValue': 0}]",8,7,10,10,10,1740787200,1703980800,,[],86400,2,162.76,163.27,162.45,165.94,162.76,163.27,162.45,165.94,0.0746,1.025,20.583334,18.469866,31880528,31880528,29915420,34809180,34809180,0.0,0.0,0,0,2029039910912,146.08,207.05,5.7969584,185.6108,175.4974,0.8,0.0049152127,USD,False,1949803085824,0.28604,10917973500,5832999936,63514099,60154669,1738281600,1740700800,0.0052,0.00302,0.81324995,2.01,0.0109,12260800512,26.622,6.2162876,1735603200,1767139200,1735603200,0.283,100118003712,8.04,8.96,20:1,1658102400.0,5.571,15.057,0.120598555,0.09506309,EQUITY,165.49,240.0,151.0,217.92604,220.0,1.57812,buy,48,95657000960,7.847,129496997888,28137000960,1.661,1.837,350018011136,8.655,28.413,0.1674,0.32908002,203712004096,56580751360,125298999296,0.309,0.118,0.582,0.36997002,0.33967,USD,GOOGL,en-US,US,Equity,Nasdaq Real Time Price,True,HIGH,Alphabet Inc.,1.6773231,165.49,Alphabet Inc.,[],1741996799,1741982401,NMS,finmb_29096,America/New_York,EDT,-14400000,us_market,False,CLOSED,True,1092922200000,-0.054391,165.4,-0.0900116,2.730011,162.45 - 165.94,NasdaqGS,29915420,19.410004,0.13287242,146.08 - 207.05,-41.559998,-0.20072445,12.059855,1738702800,1745438400,1745870400,1738704600,1738704600,True,8.04,8.96,8.97941,18.429941,-20.120789,-0.10840312,-10.0074005,-0.057023067,15,0,1.6 - Buy,False,,1.1919,GOOGL,0.8,0.48,1741564800.0,,0.2,1741564800.0,1742169600.0,,,,,,
2788 San Tomas Expressway,Santa Clara,CA,95051,United States,(408) 486-2000,https://www.nvidia.com,Semiconductors,semiconductors,Semiconductors,Technology,technology,Technology,"NVIDIA Corporation, a computing infrastructure company, provides graphics and compute and networking solutions in the United States, Singapore, Taiwan, China, Hong Kong, and internationally. The Compute & Networking segment comprises Data Center computing platforms and end-to-end networking platforms, including Quantum for InfiniBand and Spectrum for Ethernet; NVIDIA DRIVE automated-driving platform and automotive development agreements; Jetson robotics and other embedded platforms; NVIDIA AI Enterprise and other software; and DGX Cloud software and services. The Graphics segment offers GeForce GPUs for gaming and PCs, the GeForce NOW game streaming service and related infrastructure, and solutions for gaming platforms; Quadro/NVIDIA RTX GPUs for enterprise workstation graphics; virtual GPU or vGPU software for cloud-based visual and virtual computing; automotive platforms for infotainment systems; and Omniverse software for building and operating industrial AI and digital twin applications. The company's products are used in gaming, professional visualization, data center, and automotive markets. It sells its products to original equipment manufacturers, original device manufacturers, system integrators and distributors, independent software vendors, cloud service providers, consumer internet companies, add-in board manufacturers, distributors, automotive manufacturers and tier-1 automotive suppliers, and other ecosystem participants. NVIDIA Corporation was incorporated in 1993 and is headquartered in Santa Clara, California.",36000,"[{'maxAge': 1, 'name': 'Mr. Jen-Hsun  Huang', 'age': 61, 'title': 'Co-Founder, CEO, President & Director', 'yearBorn': 1963, 'fiscalYear': 2024, 'totalPay': 7491487, 'exercisedValue': 217327152, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Colette M. Kress', 'age': 57, 'title': 'Executive VP & CFO', 'yearBorn': 1967, 'fiscalYear': 2024, 'totalPay': 1510765, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Debora  Shoquist', 'age': 69, 'title': 'Executive Vice President of Operations', 'yearBorn': 1955, 'fiscalYear': 2024, 'totalPay': 1371266, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Timothy S. Teter J.D.', 'age': 57, 'title': 'Executive VP, General Counsel & Secretary', 'yearBorn': 1967, 'fiscalYear': 2024, 'totalPay': 1360939, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Ajay K. Puri', 'age': 69, 'title': 'Executive Vice President of Worldwide Field Operations', 'yearBorn': 1955, 'fiscalYear': 2024, 'totalPay': 2295097, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Chris A. Malachowsky', 'title': 'Co-Founder', 'fiscalYear': 2024, 'totalPay': 320000, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Donald F. Robertson Jr.', 'age': 55, 'title': 'VP & Chief Accounting Officer', 'yearBorn': 1969, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Prof. William J. Dally Ph.D.', 'age': 63, 'title': 'Chief Scientist & Senior VP of Research', 'yearBorn': 1961, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Mylene  Mangalindan', 'title': 'VP of Corporate Communications', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Tommy  Lee', 'title': 'Senior Vice President of Systems Engineering & Application', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}]",9,10,3,6,8,1740787200,1735603200,http://phx.corporate-ir.net/phoenix.zhtml?c=116466&p=irol-IRHome,[],86400,2,115.58,118.62,118.15,121.88,115.58,118.62,118.15,121.88,0.0116,1.765,41.384354,29.531553,274061576,274061576,271101596,337780650,337780650,0.0,0.0,0,0,2968747769856,75.606,153.13,22.749548,129.2964,127.63886,0.034,0.00029416857,USD,False,2935808065536,0.55848,23413264000,24399998976,241358114,271436938,1738281600,1740700800,0.0099,0.04325,0.67477995,0.84,0.010299999,25702299648,3.241,37.540882,1737849600,1769385600,1737849600,0.798,72879996928,2.94,4.12,10:1,1717977600.0,22.497,35.237,0.37550163,0.09506309,EQUITY,121.67,220.0,130.0,172.4969,175.0,1.33871,strong_buy,55,43209998336,1.771,83316998144,10270000128,3.672,4.44,130497003520,12.946,5.314,0.57417,1.1917701,97858002944,44169748480,64089001984,0.836,0.779,0.74988997,0.63846,0.61107,USD,NVDA,en-US,US,Equity,Nasdaq Real Time Price,True,HIGH,NVIDIA Corporation,5.2690744,121.67,NVIDIA Corporation,[],1741996799,1741982400,NMS,finmb_32307,America/New_York,EDT,-14400000,us_market,False,CLOSED,True,917015400000,-0.139721,121.5,-0.169998,6.0899963,118.15 - 121.88,NasdaqGS,271101596,46.063995,0.6092637,75.606 - 153.13,-31.460007,-0.20544639,37.550163,1748462400,1748462400,1748462400,1740607200,1740607200,False,2.94,4.12,4.50462,27.010046,-7.626404,-0.05898388,-5.9688644,-0.046763692,15,0,1.3 - Strong Buy,False,NVIDIA,1.1729,NVDA,0.04,0.03,1741737600.0,0.08,0.01,1741737600.0,1743552000.0,Usual Stablecoin,2025-03-14,,,,
Salesforce Tower,San Francisco,CA,94105,United States,415 901 7000,https://www.salesforce.com,Software - Application,software-application,Software - Application,Technology,technology,Technology,"Salesforce, Inc. provides customer relationship management (CRM) technology that connects companies and customers together worldwide. The company offers Agentforce, an agentic layer of the salesforce platform; Data Cloud; Industries AI; Salesforce Starter, a suite of solution for small and medium-size business; Slack, a workplace communication and productivity platform; Tableau, an end-to-end analytics solution for range of enterprise use cases and intelligent analytics with AI models, spot trends, predict outcomes, creates summaries, timely recommendations, and take action from any device; and MuleSoft, which provides building blocks to deliver end-to-end and connected experiences. It also provides marketing platform; commerce services, which empowers shopping experience across various customer touchpoint; and field service solution that enables companies to connect service agents, dispatchers, and mobile employees through one centralized platform to schedule and dispatch work, as well as track and manage jobs. Salesforce, Inc. was incorporated in 1999 and is headquartered in San Francisco, California.",76453,"[{'maxAge': 1, 'name': 'Mr. Marc R. Benioff', 'age': 59, 'title': 'Co-Founder, Chairman & CEO', 'yearBorn': 1965, 'fiscalYear': 2024, 'totalPay': 6203850, 'exercisedValue': 17895084, 'unexercisedValue': 115116592}, {'maxAge': 1, 'name': 'Mr. Brian  Millham', 'age': 54, 'title': 'President & COO', 'yearBorn': 1970, 'fiscalYear': 2024, 'totalPay': 4421392, 'exercisedValue': 21643440, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Amy E. Weaver J.D.', 'age': 56, 'title': 'President & CFO', 'yearBorn': 1968, 'fiscalYear': 2024, 'totalPay': 2006072, 'exercisedValue': 14557440, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Srinivas  Tallapragada', 'age': 54, 'title': 'President & Chief Engineering Officer', 'yearBorn': 1970, 'fiscalYear': 2024, 'totalPay': 2005000, 'exercisedValue': 29974492, 'unexercisedValue': 12160216}, {'maxAge': 1, 'name': 'Mr. Sabastian V. Niles', 'age': 44, 'title': 'President & Chief Legal Officer', 'yearBorn': 1980, 'fiscalYear': 2024, 'totalPay': 3918008, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Parker  Harris', 'age': 57, 'title': 'Co-Founder & Director', 'yearBorn': 1967, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Miguel  Milano', 'age': 55, 'title': 'President & Chief Revenue Officer', 'yearBorn': 1969, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. David  Schmaier', 'age': 60, 'title': 'President and Chief Product & Impact Officer', 'yearBorn': 1964, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Ariel  Kelman', 'title': 'President & Chief Marketing Officer', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Sundeep G. Reddy', 'age': 50, 'title': 'Executive VP & Chief Accounting Officer', 'yearBorn': 1974, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}]",2,7,10,2,10,1740787200,1735603200,http://www.salesforce.com/company/investor/,[],86400,2,271.74,275.0,272.68,279.89,271.74,275.0,272.68,279.89,0.2516,1.354,43.86185,25.103323,6973542,6973542,6884340,8293890,8293890,278.02,279.4,9,8,268503400448,212.0,369.0,7.0854573,318.5158,289.7986,1.6,0.0058879815,USD,False,266541400064,0.16353,935783360,961000000,9641089,9767800,1738281600,1740700800,0.01,0.026300002,0.82721,1.29,0.010299999,961000000,63.589,4.3938417,1738281600,1769817600,1738281600,0.181,6197000192,6.37,11.13,4:1,1366243200.0,7.034,23.92,-0.07024723,0.09506309,EQUITY,279.4,442.0,243.0,377.95935,392.575,1.71429,buy,46,14032000000,14.601,11143000064,12069999616,0.928,1.062,37895000064,19.731,39.392,0.047259998,0.10258,29251999744,14207750144,13091999744,0.195,0.076,0.77192,0.29405,0.21195,USD,CRM,en-US,US,Equity,Delayed Quote,True,HIGH,"Salesforce, Inc.",2.81887,279.4,"Salesforce, Inc.",[],1741996800,1741982402,NYQ,finmb_122917,America/New_York,EDT,-14400000,us_market,False,CLOSED,True,1087997400000,-0.007154264,279.38,-0.019989014,7.66,272.68 - 279.89,NYSE,6884340,67.399994,0.3179245,212.0 - 369.0,-89.600006,-0.24281844,-7.024723,1740603660,1748343540,1748865600,1740607200,1740607200,True,6.37,11.13,11.16449,25.025774,-39.115814,-0.12280651,-10.398621,-0.03588223,15,0,1.7 - Buy,False,Salesforce,1.5448,CRM,1.6,0.57,1734480000.0,,0.4,1734480000.0,1736380800.0,"salesforce.com, inc.",2025-03-14,3rd Floor 415 Mission Street,415 901 7040,h885,
